"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","mag","retend"
"200005",26,1,1,NA,FALSE,33,0,0,1.02933516582707,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",27,1,2,NA,FALSE,33,1,100,0.608960809775131,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",28,1,1,NA,FALSE,33,0,0,0.327202953473676,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",29,1,3,NA,FALSE,33,0,0,0.635030481144996,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",30,1,1,NA,FALSE,33,0,0,0.550430786776485,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",31,1,3,NA,FALSE,33,1,50,0.481258541888161,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",32,1,1,NA,FALSE,33,1,100,0.361226255353868,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",33,1,3,NA,FALSE,33,1,-25,0.505006018990827,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",34,1,2,NA,FALSE,33,1,100,0.470695386357431,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",35,1,1,NA,FALSE,33,1,100,0.929475148944536,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",36,1,4,NA,FALSE,33,1,50,0.523575166368191,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",37,1,3,NA,FALSE,33,1,-25,0.638248335577507,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",38,1,1,NA,FALSE,33,1,-250,0.367766028819636,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",39,1,1,NA,FALSE,33,1,-250,0.866040865181096,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",40,1,1,NA,FALSE,33,0,0,1.30933377547032,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",41,2,4,NA,FALSE,33,1,50,0.437788078729515,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",42,2,4,NA,FALSE,33,1,50,0.447049886912068,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",43,2,1,NA,FALSE,33,1,100,0.493404255726488,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",44,2,3,NA,FALSE,33,1,50,0.61973081666665,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",45,2,4,NA,FALSE,33,1,50,0.458442905669805,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",46,2,2,NA,FALSE,33,0,0,0.402199305948103,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",47,2,3,NA,FALSE,33,1,50,0.308988912324363,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",48,2,4,NA,FALSE,33,1,50,0.425287477039416,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",49,2,1,NA,FALSE,33,0,0,0.416093904640312,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",50,2,2,NA,FALSE,33,0,0,1.8502991573254,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",51,2,2,NA,FALSE,33,1,100,1.03936345692579,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",52,2,2,NA,FALSE,33,1,100,0.648277115974718,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",53,2,2,NA,FALSE,33,1,100,0.708489207860572,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",54,2,1,NA,FALSE,33,0,0,0.314383739710824,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",55,2,4,NA,FALSE,33,1,50,0.381513388531156,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",56,2,3,NA,FALSE,33,1,0,0.50338870852,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",57,2,1,NA,FALSE,33,1,100,0.550790805047507,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
"200005",58,2,2,NA,FALSE,33,1,100,0.784772588877575,1.410195,0.1928765,0.454317,0.0210653,0.749666,0.5126385,0.107429,0.861824
