"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"loss",70,2.28614,3.322585,"group",1.036445,0.453360249153595
"update",70,0.217945,0.148579,"group",-0.069366,-0.318272958774003
"con",71,-0.6078615,-0.589491,"group",0.0183705000000001,0.0302215225014252
"gain",71,0.3259255,0.195289,"group",-0.1306365,-0.400817057885928
"loss",71,1.075355,0.971145,"group",-0.10421,-0.0969075328612412
"update",71,0.167781,0.2072425,"group",0.0394615,0.235196476359063
"con",72,-1.125675,-0.2545925,"group",0.8710825,0.773831256801475
"gain",72,0.6369115,0.1646555,"group",-0.472256,-0.741478211651069
"loss",72,0.676827,1.43546,"group",0.758633,1.12086692759006
"update",72,0.412181,0.461849,"group",0.0496679999999999,0.120500459749479
"con",73,-0.719411,-0.9017925,"group",-0.1823815,-0.253515028266179
"gain",73,0.2782165,0.259476,"group",-0.0187405,-0.0673594125438283
"loss",73,0.8476545,7.23177,"group",6.3841155,7.53150664569114
"update",73,0.3923205,0.0939039,"group",-0.2984166,-0.760644931886047
"con",74,-0.315269,-0.4084625,"group",-0.0931935,-0.29559994798093
"gain",74,0.2071775,0.1905635,"group",-0.016614,-0.0801921058029951
"loss",74,1.52635,4.04977,"group",2.52342,1.65323811707669
"update",74,0.1121375,0.1357855,"group",0.023648,0.210883959424813
"con",75,-0.0571991,0.6397725,"group",0.6969716,12.185009904002
"gain",75,0.5456315,0.3794405,"group",-0.166191,-0.304584687650915
"loss",75,0.406317,0.943378,"group",0.537061,1.32177831594543
"update",75,0.2659815,0.126006,"group",-0.1399755,-0.526260285019823
"con",76,-0.419676,-0.170651,"group",0.249025,0.593374412642133
"gain",76,0.266124,0.2111885,"group",-0.0549355,-0.206428206400024
"loss",76,0.618998,0.6173115,"group",-0.00168649999999992,-0.00272456453817286
"update",76,0.1278065,0.2747,"group",0.1468935,1.14934295204078
"con",77,0.0973929,0.3958895,"group",0.2984966,3.06487023181361
"gain",77,0.2617095,0.1244365,"group",-0.137273,-0.524524329456898
"loss",77,0.623797,1.157465,"group",0.533668,0.855515496227138
"update",77,0.6317315,0.570062,"group",-0.0616694999999999,-0.0976197957518343
"con",78,-2.712305,-1.192175,"group",1.52013,0.560456880771152
"gain",78,0.676133,0.2215975,"group",-0.4545355,-0.672257529213927
"loss",78,1.23536,4.803835,"group",3.568475,2.88861141691491
"update",78,0.4246105,0.134147,"group",-0.2904635,-0.684070459868515
"con",79,-0.596478,0.000989717,"group",0.597467717,1.00165926823789
"gain",79,0.344723,0.172871,"group",-0.171852,-0.498522001723123
"loss",79,1.287075,2.415885,"group",1.12881,0.877035137812481
"update",79,0.4150995,0.2748445,"group",-0.140255,-0.33788284495645
"con",80,-0.428066,-0.124045,"group",0.304021,0.71021991935823
"gain",80,0.2756465,0.157337,"group",-0.1183095,-0.429207336207788
"loss",80,0.427193,0.884768,"group",0.457575,1.07112007921478
"update",80,0.270673,0.208296,"group",-0.0623770000000001,-0.230451504213572
"con",81,-0.846032,-0.833212,"group",0.0128199999999999,0.0151530911360326
"gain",81,0.316133,0.1927995,"group",-0.1233335,-0.390131685081912
"loss",81,1.35842,3.79439,"group",2.43597,1.79323773207108
"update",81,0.203941,0.203667,"group",-0.000273999999999996,-0.00134352582364506
"con",82,-0.3077685,-0.47099,"group",-0.1632215,-0.530338549916577
"gain",82,0.2659845,0.1882265,"group",-0.0777579999999999,-0.292340343140296
"loss",82,1.53539,2.397095,"group",0.861705,0.561228743185771
"update",82,0.0880636,0.188213,"group",0.1001494,1.13723944967047
"con",83,-0.520797,-0.1316825,"group",0.3891145,0.747151961320822
"gain",83,0.365879,0.2114805,"group",-0.1543985,-0.421993336594885
"loss",83,0.8532115,1.26525,"group",0.4120385,0.482926566273427
"update",83,0.159447,0.202735,"group",0.043288,0.271488331545905
"con",84,-0.551452,-0.2085305,"group",0.3429215,0.621851947222968
"gain",84,0.492543,0.2544085,"group",-0.2381345,-0.483479614977779
"loss",84,0.5189755,0.991508,"group",0.4725325,0.910510226397971
"update",84,0.310602,0.1791515,"group",-0.1314505,-0.423212020527878
"con",85,-0.22303,-0.2699695,"group",-0.0469395,-0.210462718019997
"gain",85,0.1528295,0.155985,"group",0.00315549999999998,0.0206471918052469
"loss",85,4.00556,3.712965,"group",-0.292595,-0.0730472143720229
"update",85,0.170539,0.349525,"group",0.178986,1.0495311922786
"con",86,-0.3420545,-0.5535995,"group",-0.211545,-0.618454076762621
"gain",86,0.2306095,0.202428,"group",-0.0281815,-0.122204419158795
"loss",86,0.7867775,1.91006,"group",1.1232825,1.42770033459269
"update",86,0.09301675,0.177614,"group",0.08459725,0.909484044540365
"con",87,-0.9566235,-1.163545,"group",-0.2069215,-0.21630401093011
"gain",87,0.209353,0.221532,"group",0.012179,0.0581744708697749
"loss",87,3.700385,4.515495,"group",0.81511,0.220277079276886
"update",87,0.150198,0.1211105,"group",-0.0290875,-0.193661034101653
"con",88,-0.337494,-0.015754,"group",0.32174,0.953320651626399
"gain",88,0.332403,0.309177,"group",-0.023226,-0.0698730155865018
"loss",88,0.766476,0.7360635,"group",-0.0304125,-0.0396783460930283
"update",88,0.121211,0.1338505,"group",0.0126395,0.104276839560766
"con",89,0.2065145,0.3937345,"group",0.18722,0.906570725058047
"gain",89,0.2874395,0.2169065,"group",-0.070533,-0.245383811202009
"loss",89,0.7135185,0.845844,"group",0.1323255,0.185454897104981
"update",89,0.3187375,0.1802065,"group",-0.138531,-0.434624102905996
"con",90,-2.247445,-1.364885,"group",0.88256,0.392694815668459
"gain",90,0.2064435,0.184751,"group",-0.0216925,-0.105077176079654
"loss",90,5.067965,4.13556,"group",-0.932405,-0.183980157716164
"update",90,0.1669025,0.1057815,"group",-0.061121,-0.366207815940444
"con",91,-0.4889235,-0.554778,"group",-0.0658545,-0.134692850722046
"gain",91,0.283811,0.200796,"group",-0.083015,-0.292500995380729
"loss",91,0.612587,1.858835,"group",1.246248,2.03440164417462
"update",91,0.2788775,0.201186,"group",-0.0776915,-0.278586476140958
"con",92,-0.492134,-0.2221735,"group",0.2699605,0.54855080120455
"gain",92,0.3159795,0.257773,"group",-0.0582064999999999,-0.184209735125222
"loss",92,2.481135,3.071575,"group",0.59044,0.237971734710123
"update",92,0.182904,0.188688,"group",0.00578400000000001,0.0316231465686918
"con",93,-0.558945,0.141522,"group",0.700467,1.2531948581703
"gain",93,0.558626,0.236873,"group",-0.321753,-0.575972117302095
"loss",93,0.361215,0.917762,"group",0.556547,1.54076381102667
"update",93,0.4112805,0.3082295,"group",-0.103051,-0.25056135654377
"con",94,-0.9454175,-0.1599335,"group",0.785484,0.830832938886788
"gain",94,0.498291,0.2513685,"group",-0.2469225,-0.495538751452465
"loss",94,1.142865,1.86618,"group",0.723315,0.632896273838117
"update",94,0.2617105,0.1505775,"group",-0.111133,-0.424640967786925
"con",95,-0.521602,-0.4390645,"group",0.0825375,0.158238465343308
"gain",95,0.369101,0.2071085,"group",-0.1619925,-0.438883936916996
"loss",95,0.850387,1.32061,"group",0.470223,0.552951773721847
"update",95,0.125657,0.171358,"group",0.045701,0.363696411660314
"con",96,-0.08231825,0.239215,"group",0.32153325,3.90597771454082
"gain",96,0.276729,0.1454965,"group",-0.1312325,-0.474227493323793
"loss",96,0.9362515,1.30421,"group",0.3679585,0.393012454452676
"update",96,0.3552785,0.3084215,"group",-0.046857,-0.131888082166526
"con",97,-0.6616655,-0.6452825,"group",0.016383,0.0247602451691981
"gain",97,0.2101875,0.239325,"group",0.0291375,0.138626226583408
"loss",97,1.272975,2.53769,"group",1.264715,0.993511262986312
"update",97,0.148506,0.144408,"group",-0.00409799999999999,-0.0275948446527412
"con",98,-0.6003185,-0.4532185,"group",0.1471,0.245036593075176
"gain",98,0.7405315,0.1812865,"group",-0.559245,-0.755194073445897
"loss",98,1.206295,5.41379,"group",4.207495,3.48794863611306
"update",98,0.09318435,0.217627,"group",0.12444265,1.33544581252109
"con",99,0.1088835,0.1868955,"group",0.078012,0.716472192756478
"gain",99,0.239419,0.221009,"group",-0.01841,-0.0768944820586502
"loss",99,0.6126315,0.987102,"group",0.3744705,0.611249176707368
"update",99,0.139524,0.0597922,"group",-0.0797318,-0.571455806886271
"con",100,-0.193588,0.139998,"group",0.333586,1.72317499018534
"gain",100,0.3913705,0.1425875,"group",-0.248783,-0.635671314010637
"loss",100,0.3828835,1.115415,"group",0.7325315,1.91319683402393
