"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","mag","update","decay"
"200952",95,4,2,NA,FALSE,176,0,0,1.22984154573012,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",96,4,3,NA,FALSE,176,1,50,1.35529345364289,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",97,4,3,NA,FALSE,176,0,0,0.55498553447009,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",98,4,3,NA,FALSE,176,0,0,0.69143965003305,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",99,4,4,NA,FALSE,176,0,0,0.711181881122514,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",100,4,1,NA,FALSE,176,0,0,0.959666953880914,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",101,5,1,NA,FALSE,176,1,-250,0.751755673118842,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",102,5,1,NA,FALSE,176,0,0,2.52993354774364,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",103,5,4,NA,FALSE,176,1,50,0.856126041448281,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",104,5,1,NA,FALSE,176,0,0,2.01905407029742,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",105,5,1,NA,FALSE,176,0,0,2.7980970899063,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",106,5,1,NA,FALSE,176,1,-250,0.969491461777014,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",107,5,3,NA,FALSE,176,0,0,0.683607964989982,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",108,5,1,NA,FALSE,176,1,100,0.401090730098205,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",109,5,1,NA,FALSE,176,1,100,2.39786467263826,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",110,5,2,NA,FALSE,176,1,100,1.12399199208014,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",111,5,1,NA,FALSE,176,1,-250,1.39001057445453,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",112,5,1,NA,FALSE,176,1,-250,0.733352879950345,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",113,5,4,NA,FALSE,176,1,50,0.367675114384756,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",114,5,1,NA,FALSE,176,0,0,1.2887991507092,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",115,5,3,NA,FALSE,176,1,0,1.13169627736478,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",116,5,3,NA,FALSE,176,1,-25,0.384766167812658,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",117,5,3,NA,FALSE,176,0,0,1.9834380470945,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",118,5,3,NA,FALSE,176,1,50,0.950189652175288,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",119,5,3,NA,FALSE,176,0,0,0.487003454440348,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",120,5,4,NA,FALSE,176,1,50,1.42585670237404,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200955",1,0,4,1,TRUE,148,1,50,0.266690788655895,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",2,0,3,0,TRUE,148,0,0,0.637306497381104,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",3,0,2,1,TRUE,148,1,100,0.27930169163529,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",4,0,3,1,TRUE,148,1,50,0.936900746202383,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",5,0,3,0,TRUE,148,0,0,0.138058229884025,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",6,0,2,1,TRUE,148,1,100,0.201605269285377,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
