"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay"
"0002",71,4,NA,FALSE,20,1,0.25,0.839809151086956,0.56545861844033,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",72,4,NA,FALSE,20,1,0.25,0.404756937001366,0.648303565174939,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",73,4,NA,FALSE,20,3,0.123035261477344,0.106163786398247,0.294090456551852,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",74,4,NA,FALSE,20,2,0.25,0,0.541441947913942,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",75,4,NA,FALSE,20,3,0.116869116539601,0.131969952129293,0.420865558165998,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",76,4,NA,FALSE,20,1,0.25,0,0.257073732666115,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",77,4,NA,FALSE,20,1,0.25,0,0.389908828980558,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",78,4,NA,FALSE,20,1,0.25,0.471210239245556,0.326500728135628,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",79,4,NA,FALSE,20,4,0.109011840401217,0,0.600552040195566,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",80,4,NA,FALSE,20,2,0.25,0,0.481852285835388,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
